image;sign_data
1277104293Image000044.jpg;[{"category": "PROHIBITORY", "x_min": "795.535559", "x_max": "415.749255", "y_min": "712.029028", "y_max": "327.563479", "sign": "70_SIGN"}]
1277104314Image000002.jpg;[{"category": "PROHIBITORY", "x_min": "319.538549", "x_max": "471.539727", "y_min": "309.113411", "y_max": "453.572999", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "186.929548", "x_max": "464.255913", "y_min": "178.107118", "y_max": "454.330679", "sign": "100_SIGN"}, {"category": "MANDATORY", "x_min": "126.182100", "x_max": "465.539700", "y_min": "119.423500", "y_max": "457.815500", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "32.521000", "x_max": "470.261800", "y_min": "24.871100", "y_max": "462.851100", "sign": "100_SIGN"}]
1277104314Image000007.jpg;[{"category": "PROHIBITORY", "x_min": "337.692726", "x_max": "473.456883", "y_min": "324.956463", "y_max": "455.357982", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "196.108493", "x_max": "467.897734", "y_min": "186.960511", "y_max": "457.673518", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "196.533098", "x_max": "475.222752", "y_min": "190.068309", "y_max": "467.560780", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "129.564500", "x_max": "468.151100", "y_min": "121.168000", "y_max": "459.054900", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "38.162900", "x_max": "473.808400", "y_min": "28.017400", "y_max": "465.135600", "sign": "100_SIGN"}]
1277104314Image000012.jpg;[{"category": "PROHIBITORY", "x_min": "363.528024", "x_max": "476.310026", "y_min": "350.696762", "y_max": "455.000967", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "208.838920", "x_max": "469.776316", "y_min": "198.962595", "y_max": "459.899991", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "209.108657", "x_max": "478.318080", "y_min": "201.417454", "y_max": "470.174453", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "133.211600", "x_max": "468.346000", "y_min": "125.731100", "y_max": "459.930400", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "41.798502", "x_max": "476.350177", "y_min": "31.633716", "y_max": "465.828732", "sign": "100_SIGN"}]
1277104314Image000017.jpg;[{"category": "PROHIBITORY", "x_min": "398.576990", "x_max": "477.061445", "y_min": "385.735849", "y_max": "454.342504", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "221.602023", "x_max": "469.153219", "y_min": "211.547078", "y_max": "458.427944", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "221.687427", "x_max": "478.216882", "y_min": "213.437427", "y_max": "469.716882", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "131.013847", "x_max": "467.414658", "y_min": "121.694038", "y_max": "457.417044", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "42.437811", "x_max": "473.964489", "y_min": "32.468675", "y_max": "464.581773", "sign": "100_SIGN"}]
1277104314Image000022.jpg;[{"category": "PROHIBITORY", "x_min": "437.040958", "x_max": "474.366692", "y_min": "420.532559", "y_max": "448.122571", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "229.774150", "x_max": "467.974790", "y_min": "218.201423", "y_max": "456.229335", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "228.658070", "x_max": "476.851755", "y_min": "219.911403", "y_max": "466.611755", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "124.443705", "x_max": "467.016663", "y_min": "108.870371", "y_max": "452.296663", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "38.405091", "x_max": "474.368661", "y_min": "24.549772", "y_max": "463.032491", "sign": "100_SIGN"}]
1277104314Image000027.jpg;[{"category": "PROHIBITORY", "x_min": "488.502385", "x_max": "474.259513", "y_min": "471.278247", "y_max": "440.449169", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "239.494432", "x_max": "467.463277", "y_min": "227.880469", "y_max": "453.568000", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "240.145577", "x_max": "476.047636", "y_min": "229.825747", "y_max": "467.041239", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "113.304660", "x_max": "463.252463", "y_min": "97.160496", "y_max": "448.469855", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "35.181356", "x_max": "475.455199", "y_min": "22.412125", "y_max": "463.780474", "sign": "100_SIGN"}]
1277104314Image000032.jpg;[{"category": "PROHIBITORY", "x_min": "583.529802", "x_max": "473.204763", "y_min": "561.971951", "y_max": "429.700631", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "252.294431", "x_max": "464.531882", "y_min": "237.722447", "y_max": "451.000754", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "251.338804", "x_max": "475.990027", "y_min": "240.517844", "y_max": "465.169067", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "86.421829", "x_max": "457.282309", "y_min": "66.819649", "y_max": "437.680129", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "27.245883", "x_max": "473.738761", "y_min": "15.718038", "y_max": "461.375565", "sign": "100_SIGN"}]
1277104314Image000037.jpg;[{"category": "PROHIBITORY", "x_min": "681.059438", "x_max": "474.547424", "y_min": "654.045588", "y_max": "418.757951", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "260.880311", "x_max": "462.993487", "y_min": "245.055311", "y_max": "448.340709", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "259.004498", "x_max": "474.501548", "y_min": "247.097155", "y_max": "463.080220", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "56.783029", "x_max": "451.501976", "y_min": "32.664035", "y_max": "428.550031", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "21.598792", "x_max": "472.084197", "y_min": "8.473792", "y_max": "458.117850", "sign": "100_SIGN"}]
1277104314Image000042.jpg;[{"category": "PROHIBITORY", "x_min": "830.314642", "x_max": "464.238163", "y_min": "803.281598", "y_max": "392.693815", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "266.497436", "x_max": "460.892514", "y_min": "250.236728", "y_max": "444.851546", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "266.425012", "x_max": "472.495505", "y_min": "251.942897", "y_max": "460.427076", "sign": "PRIORITY_ROAD"}]
1277104314Image000047.jpg;[{"category": "PROHIBITORY", "x_min": "297.943665", "x_max": "460.483633", "y_min": "280.983866", "y_max": "440.131874", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "296.820522", "x_max": "473.649835", "y_min": "280.923183", "y_max": "458.826641", "sign": "PRIORITY_ROAD"}]
1277104314Image000052.jpg;[{"category": "PROHIBITORY", "x_min": "311.889369", "x_max": "455.995880", "y_min": "292.429515", "y_max": "437.214858", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "312.370604", "x_max": "471.915500", "y_min": "295.329153", "y_max": "456.849870", "sign": "PRIORITY_ROAD"}]
1277104314Image000057.jpg;[{"category": "PROHIBITORY", "x_min": "330.209934", "x_max": "453.546405", "y_min": "309.503431", "y_max": "432.599129", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "331.345071", "x_max": "471.785601", "y_min": "311.853546", "y_max": "453.810083", "sign": "PRIORITY_ROAD"}]
1277104314Image000062.jpg;[{"category": "PROHIBITORY", "x_min": "350.764219", "x_max": "441.200425", "y_min": "328.355128", "y_max": "419.564061", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "350.152827", "x_max": "462.269480", "y_min": "330.225050", "y_max": "442.048647", "sign": "PRIORITY_ROAD"}]
1277104314Image000067.jpg;[{"category": "PROHIBITORY", "x_min": "366.267694", "x_max": "440.212376", "y_min": "340.829006", "y_max": "412.550890", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "368.160842", "x_max": "464.263207", "y_min": "344.307299", "y_max": "442.765569", "sign": "PRIORITY_ROAD"}]
1277104314Image000072.jpg;[{"category": "PROHIBITORY", "x_min": "394.548593", "x_max": "430.569504", "y_min": "363.598367", "y_max": "401.899821", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "392.920502", "x_max": "457.886479", "y_min": "365.895412", "y_max": "431.560314", "sign": "PRIORITY_ROAD"}]
1277104314Image000077.jpg;[{"category": "PROHIBITORY", "x_min": "494.689989", "x_max": "397.991242", "y_min": "447.098461", "y_max": "349.752210", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "493.629327", "x_max": "446.563565", "y_min": "447.878529", "y_max": "400.526824", "sign": "PRIORITY_ROAD"}]
1277104314Image000082.jpg;[{"category": "PROHIBITORY", "x_min": "603.433177", "x_max": "359.650059", "y_min": "533.433177", "y_max": "288.650059", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "600.876059", "x_max": "426.371946", "y_min": "539.789472", "y_max": "364.809977", "sign": "PRIORITY_ROAD"}]
1277104314Image000087.jpg;[{"category": "PROHIBITORY", "x_min": "873.964805", "x_max": "270.882731", "y_min": "764.533111", "y_max": "152.625900", "sign": "100_SIGN"}, {"category": "INFORMATION", "x_min": "867.455956", "x_max": "387.690952", "y_min": "767.798813", "y_max": "275.248847", "sign": "PRIORITY_ROAD"}]
1277104375Image000003.jpg;[{"category": "PROHIBITORY", "x_min": "745.614325", "x_max": "404.074006", "y_min": "726.609517", "y_max": "360.107660", "sign": "STOP"}, {"category": "INFORMATION", "x_min": "336.636630", "x_max": "472.881625", "y_min": "322.164138", "y_max": "457.852499", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "53.133975", "x_max": "464.146297", "y_min": "22.448025", "y_max": "434.819851", "sign": "PASS_RIGHT_SIDE"}]
1277104375Image000008.jpg;[{"category": "PROHIBITORY", "x_min": "975.998502", "x_max": "366.892797", "y_min": "956.887391", "y_max": "301.559463", "sign": "STOP"}, {"category": "INFORMATION", "x_min": "354.826809", "x_max": "470.159762", "y_min": "336.528039", "y_max": "452.824085", "sign": "PRIORITY_ROAD"}]
1277104375Image000013.jpg;[{"category": "INFORMATION", "x_min": "377.162710", "x_max": "462.907203", "y_min": "357.746401", "y_max": "442.557418", "sign": "PRIORITY_ROAD"}]
1277104375Image000018.jpg;[{"category": "INFORMATION", "x_min": "399.261088", "x_max": "455.107896", "y_min": "372.998588", "y_max": "431.531333", "sign": "PRIORITY_ROAD"}]
1277104375Image000023.jpg;[{"category": "INFORMATION", "x_min": "468.304979", "x_max": "447.005733", "y_min": "434.762164", "y_max": "415.957838", "sign": "PRIORITY_ROAD"}]
1277104375Image000028.jpg;[{"category": "INFORMATION", "x_min": "550.810968", "x_max": "436.599449", "y_min": "507.087563", "y_max": "390.961151", "sign": "PRIORITY_ROAD"}]
1277104375Image000033.jpg;[{"category": "INFORMATION", "x_min": "871.237425", "x_max": "404.194639", "y_min": "789.385690", "y_max": "316.475396", "sign": "PRIORITY_ROAD"}]
1277104432Image000003.jpg;[{"category": "PROHIBITORY", "x_min": "376.753985", "x_max": "434.582181", "y_min": "363.570077", "y_max": "421.185629", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "142.760609", "x_max": "440.704575", "y_min": "129.503852", "y_max": "429.131216", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "393.198500", "x_max": "424.760191", "y_min": "386.338246", "y_max": "418.357287", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "283.791739", "x_max": "425.876272", "y_min": "276.836900", "y_max": "419.914981", "sign": "70_SIGN"}]
1277104432Image000008.jpg;[{"category": "PROHIBITORY", "x_min": "371.731975", "x_max": "424.066090", "y_min": "356.481975", "y_max": "410.066090", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "380.665781", "x_max": "417.796263", "y_min": "373.333830", "y_max": "410.078421", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "111.548174", "x_max": "432.971150", "y_min": "96.481741", "y_max": "419.605765", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "267.179196", "x_max": "419.801950", "y_min": "260.024157", "y_max": "411.729599", "sign": "70_SIGN"}]
1277104432Image000013.jpg;[{"category": "PROHIBITORY", "x_min": "376.544516", "x_max": "417.948710", "y_min": "360.111931", "y_max": "402.392531", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "257.671322", "x_max": "416.990728", "y_min": "250.205203", "y_max": "410.146786", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "87.794040", "x_max": "431.607585", "y_min": "71.499561", "y_max": "415.705744", "sign": "70_SIGN"}]
1277104432Image000018.jpg;[{"category": "PROHIBITORY", "x_min": "385.714991", "x_max": "421.440645", "y_min": "367.500054", "y_max": "404.364142", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "369.536232", "x_max": "423.083460", "y_min": "363.303396", "y_max": "415.811818", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "245.848291", "x_max": "425.444227", "y_min": "238.728149", "y_max": "417.635040", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "46.745331", "x_max": "435.674563", "y_min": "27.031983", "y_max": "415.562966", "sign": "70_SIGN"}]
1277104432Image000023.jpg;[{"category": "PROHIBITORY", "x_min": "394.589885", "x_max": "425.011691", "y_min": "372.780840", "y_max": "403.981540", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "361.458595", "x_max": "428.522515", "y_min": "354.714933", "y_max": "421.778853", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "231.813664", "x_max": "431.594685", "y_min": "224.682745", "y_max": "424.285492", "sign": "70_SIGN"}]
1277104432Image000028.jpg;[{"category": "PROHIBITORY", "x_min": "410.488320", "x_max": "422.564393", "y_min": "385.944613", "y_max": "397.534673", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "350.738845", "x_max": "434.176585", "y_min": "342.300805", "y_max": "425.914337", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "213.322874", "x_max": "434.838117", "y_min": "205.368419", "y_max": "426.679701", "sign": "70_SIGN"}]
1277104432Image000033.jpg;[{"category": "PROHIBITORY", "x_min": "432.642542", "x_max": "418.072405", "y_min": "399.580735", "y_max": "387.620741", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "335.890850", "x_max": "440.408746", "y_min": "328.019130", "y_max": "432.362099", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "191.156834", "x_max": "443.625247", "y_min": "182.348849", "y_max": "432.883802", "sign": "70_SIGN"}]
1277104432Image000038.jpg;[{"category": "PROHIBITORY", "x_min": "481.403869", "x_max": "414.195193", "y_min": "430.403869", "y_max": "372.195193", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "321.537676", "x_max": "450.845107", "y_min": "313.602944", "y_max": "441.357928", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "168.787473", "x_max": "454.954789", "y_min": "160.006421", "y_max": "445.765315", "sign": "70_SIGN"}]
1277104432Image000043.jpg;[{"category": "PROHIBITORY", "x_min": "620.207316", "x_max": "403.057564", "y_min": "552.566012", "y_max": "333.345608", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "313.620743", "x_max": "466.008098", "y_min": "303.947146", "y_max": "456.746144", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "151.125477", "x_max": "469.729904", "y_min": "140.494969", "y_max": "459.763803", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "239.854464", "x_max": "476.565016", "y_min": "230.873557", "y_max": "467.075755", "sign": "PASS_RIGHT_SIDE"}]
1277104432Image000048.jpg;[{"category": "PROHIBITORY", "x_min": "1278.637163", "x_max": "266.086166", "y_min": "1145.637163", "y_max": "62.086166", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "309.799237", "x_max": "462.005549", "y_min": "300.268345", "y_max": "452.669165", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "232.487975", "x_max": "474.517386", "y_min": "223.807420", "y_max": "466.010441", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "134.854972", "x_max": "467.414586", "y_min": "124.535142", "y_max": "457.470023", "sign": "70_SIGN"}]
1277104432Image000053.jpg;[{"category": "PROHIBITORY", "x_min": "314.951853", "x_max": "462.289302", "y_min": "305.229631", "y_max": "452.914302", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "230.358486", "x_max": "475.026828", "y_min": "222.390359", "y_max": "466.102525", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "127.197629", "x_max": "467.867947", "y_min": "116.173020", "y_max": "458.418283", "sign": "70_SIGN"}]
1277104432Image000058.jpg;[{"category": "PROHIBITORY", "x_min": "317.064512", "x_max": "461.930217", "y_min": "306.423942", "y_max": "450.634843", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "227.239267", "x_max": "475.315463", "y_min": "217.986931", "y_max": "464.863750", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "115.249245", "x_max": "467.186295", "y_min": "103.793398", "y_max": "455.921378", "sign": "70_SIGN"}]
1277104432Image000063.jpg;[{"category": "PROHIBITORY", "x_min": "316.240116", "x_max": "461.959733", "y_min": "305.355160", "y_max": "447.809291", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "220.772788", "x_max": "474.534340", "y_min": "211.318243", "y_max": "464.235639", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "102.794514", "x_max": "466.488113", "y_min": "90.982433", "y_max": "453.101088", "sign": "70_SIGN"}]
1277104432Image000068.jpg;[{"category": "PROHIBITORY", "x_min": "315.356504", "x_max": "465.276881", "y_min": "303.825469", "y_max": "452.872283", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "217.428249", "x_max": "480.146857", "y_min": "207.032554", "y_max": "469.218049", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "90.411182", "x_max": "471.330255", "y_min": "76.930689", "y_max": "458.886723", "sign": "70_SIGN"}]
1277104432Image000073.jpg;[{"category": "PROHIBITORY", "x_min": "315.896313", "x_max": "465.130374", "y_min": "302.457957", "y_max": "452.545247", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "207.110212", "x_max": "480.147884", "y_min": "197.191063", "y_max": "470.071288", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "70.215657", "x_max": "469.862719", "y_min": "53.950597", "y_max": "457.011314", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "284.809603", "x_max": "478.407543", "y_min": "276.724237", "y_max": "470.956323", "sign": "70_SIGN"}]
1277104432Image000078.jpg;[{"category": "PROHIBITORY", "x_min": "318.221693", "x_max": "466.110008", "y_min": "306.242526", "y_max": "453.783619", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "204.493738", "x_max": "483.926531", "y_min": "194.224365", "y_max": "472.987417", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "57.089398", "x_max": "474.183069", "y_min": "42.590447", "y_max": "460.065669", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "286.012131", "x_max": "480.461126", "y_min": "278.371453", "y_max": "473.152652", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "285.578973", "x_max": "486.185990", "y_min": "278.319232", "y_max": "480.614561", "sign": "PRIORITY_ROAD"}]
1277104432Image000083.jpg;[{"category": "PROHIBITORY", "x_min": "327.152327", "x_max": "463.689823", "y_min": "310.480809", "y_max": "448.870696", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "201.995316", "x_max": "481.599835", "y_min": "191.232984", "y_max": "470.837503", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "39.676470", "x_max": "471.559462", "y_min": "25.692999", "y_max": "457.187561", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "287.451844", "x_max": "479.075307", "y_min": "278.925295", "y_max": "470.367342", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "288.034658", "x_max": "485.564447", "y_min": "281.196683", "y_max": "479.280903", "sign": "PRIORITY_ROAD"}]
1277104432Image000088.jpg;[{"category": "PROHIBITORY", "x_min": "335.008740", "x_max": "467.358589", "y_min": "317.643595", "y_max": "452.308797", "sign": "70_SIGN"}, {"category": "MANDATORY", "x_min": "202.383376", "x_max": "486.019925", "y_min": "190.501254", "y_max": "474.137803", "sign": "PASS_RIGHT_SIDE"}, {"category": "PROHIBITORY", "x_min": "26.663337", "x_max": "475.450845", "y_min": "9.663337", "y_max": "459.374758", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "290.711311", "x_max": "483.670380", "y_min": "281.846027", "y_max": "474.955354", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "291.572287", "x_max": "489.201573", "y_min": "284.458001", "y_max": "482.816958", "sign": "PRIORITY_ROAD"}]
1277104432Image000093.jpg;[{"category": "PROHIBITORY", "x_min": "340.844089", "x_max": "466.651847", "y_min": "324.695651", "y_max": "450.710441", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "292.069686", "x_max": "484.567043", "y_min": "282.091810", "y_max": "475.133415", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "292.173499", "x_max": "490.508594", "y_min": "283.463027", "y_max": "483.042475", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "198.149961", "x_max": "486.500519", "y_min": "185.356227", "y_max": "474.255088", "sign": "PASS_RIGHT_SIDE"}]
1277104432Image000098.jpg;[{"category": "PROHIBITORY", "x_min": "344.367313", "x_max": "467.645458", "y_min": "326.052847", "y_max": "450.094095", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "289.696457", "x_max": "485.297297", "y_min": "279.287897", "y_max": "476.345935", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "289.344562", "x_max": "492.442024", "y_min": "280.995807", "y_max": "485.075476", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "191.796239", "x_max": "487.976841", "y_min": "178.264220", "y_max": "474.774870", "sign": "PASS_RIGHT_SIDE"}]
1277104432Image000103.jpg;[{"category": "PROHIBITORY", "x_min": "349.683950", "x_max": "456.079038", "y_min": "328.126098", "y_max": "434.521187", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "279.952563", "x_max": "476.067467", "y_min": "269.787777", "y_max": "466.616000", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "279.407520", "x_max": "483.246005", "y_min": "271.321959", "y_max": "475.310176", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "172.983322", "x_max": "479.224701", "y_min": "157.248947", "y_max": "465.146576", "sign": "PASS_RIGHT_SIDE"}]
1277104432Image000108.jpg;[{"category": "PROHIBITORY", "x_min": "362.849123", "x_max": "457.084929", "y_min": "340.320197", "y_max": "432.419639", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "278.088962", "x_max": "479.600721", "y_min": "269.066149", "y_max": "470.792737", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "279.866887", "x_max": "488.119282", "y_min": "270.838495", "y_max": "479.942626", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "163.621748", "x_max": "485.220128", "y_min": "149.181669", "y_max": "469.748615", "sign": "PASS_RIGHT_SIDE"}]
1277104432Image000113.jpg;[{"category": "PROHIBITORY", "x_min": "388.869278", "x_max": "451.683736", "y_min": "362.737861", "y_max": "422.856221", "sign": "70_SIGN"}, {"category": "PROHIBITORY", "x_min": "281.773528", "x_max": "479.845437", "y_min": "270.089822", "y_max": "467.653744", "sign": "70_SIGN"}, {"category": "INFORMATION", "x_min": "282.960873", "x_max": "488.729191", "y_min": "273.210873", "y_max": "479.479191", "sign": "PRIORITY_ROAD"}, {"category": "MANDATORY", "x_min": "157.906875", "x_max": "484.723734", "y_min": "140.155838", "y_max": "467.744481", "sign": "PASS_RIGHT_SIDE"}]
